"instance","maxdepth","ratio","solver","total_time","iter_0","iter_1","iter_2","iter_3","iter_4","iter_5","iter_6","iter_7","iter_8","iter_9","iter_10","iter_11","iter_12","iter_13","iter_14","iter_15","iter_16","iter_17","iter_18","iter_19","iter_20"
"tic-tac-toe-un",2,20,"inc",7200,82.65,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,30,"inc",7200,114.6,2053.06,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,40,"inc",7200,322.16,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,50,"inc",7200,173.66,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,60,"inc",7200,525.59,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,70,"inc",7200,332.59,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"tic-tac-toe-un",2,80,"inc",7200,377.01,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"vote-un",2,20,"inc",261.33,15.8,0.09,28.22,18.01,37.6,10.08,11.28,23.84,4.78,5.18,4.02,12.17,9.91,26.27,2.99,18.54,4.72,3.62,17.22,1.09,5.39
"vote-un",2,30,"inc",374.1,14.58,34.07,93.06,54.02,91.26,48.82,36.65,0.42,0.09,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
"vote-un",2,40,"inc",2629.05,42.88,79.14,72.68,443.94,103.75,95.38,825.9,879.95,3.49,79.51,0.77,0.09,0.09,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1
"vote-un",2,50,"inc",7200,91.17,133.43,2272.56,1032.68,140.06,168.96,120.94,93.23,148.99,130.43,106.22,213.19,172.26,200.37,2067.16,7200,7200,7200,7200,7200,7200
"vote-un",2,60,"inc",7200,100.68,229.13,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"vote-un",2,70,"inc",7200,53.88,304.2,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"vote-un",2,80,"inc",7200,95.83,248.87,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,20,"non-inc",7200,273.32,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,30,"non-inc",7200,596.53,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,40,"non-inc",7200,855.94,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,50,"non-inc",7200,1003.31,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,60,"non-inc",7200,771.61,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,70,"non-inc",7200,1227.15,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"anneal-un",2,80,"non-inc",7200,1407.15,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"audiology-un",2,20,"non-inc",1781.6,14.22,162.37,124.26,111.84,89.93,86.39,78.97,138,46.55,55.63,48.97,80.22,83.54,83.4,93.7,68.41,90.9,105.29,69.98,66.69,82.34
"audiology-un",2,30,"non-inc",2891.2,15.91,217.22,224.31,145.83,140.32,121.85,63.21,173.05,120.14,93.54,108.52,124.15,111.43,221.44,147.03,168.46,139.79,85.67,130.26,195.49,143.58
"audiology-un",2,40,"non-inc",7200,24.21,212.36,283.02,413.08,560.85,684.19,353.53,460.55,351.75,735.69,407.72,211.02,296.88,306.05,403.11,533.7,666.56,7200,7200,7200,7200
"audiology-un",2,50,"non-inc",7200,175.52,425.29,359.89,658.74,1276.2,1598.75,478.73,239.19,535.47,478.3,846.69,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"audiology-un",2,60,"non-inc",7200,242.42,819.02,1993.14,1066.98,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"audiology-un",2,70,"non-inc",7200,53.12,1420.99,2821.34,1029.86,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"audiology-un",2,80,"non-inc",7200,258.86,3237.57,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,20,"non-inc",7200,1226.18,4055.58,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,30,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,40,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,50,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,60,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,70,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"australian-credit-un",2,80,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"breast-cancer-un",2,20,"non-inc",81.22,0.69,3.39,13.61,2.82,2.58,6.55,1.77,1.8,4.11,3.53,6.68,6.96,2.48,3.8,1.11,4.3,4.44,3.58,6.98,0.02,0.02
"breast-cancer-un",2,30,"non-inc",411.79,1.59,25.64,18.8,32.77,22.92,60.38,73.7,41.71,8.69,15.48,15.07,11.8,10.31,12.34,8.5,8.23,8.92,8,9.38,9.39,8.17
"breast-cancer-un",2,40,"non-inc",132.65,22.15,110.5,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"breast-cancer-un",2,50,"non-inc",7200,34.54,292.77,269.88,76.16,205.47,365.5,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"breast-cancer-un",2,60,"non-inc",7200,38.38,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"breast-cancer-un",2,70,"non-inc",7200,36.11,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"breast-cancer-un",2,80,"non-inc",4909.91,63.31,4846.6,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,20,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,30,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,40,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,50,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,60,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,70,"non-inc",7200,40.44,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"car-un",2,80,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,20,"non-inc",7200,45.35,201.51,503.21,1179.98,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,30,"non-inc",7200,206.49,1044.17,5653.9,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,40,"non-inc",7200,615.93,4555.35,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,50,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,60,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,70,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"heart-cleveland-un",2,80,"non-inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,20,"non-inc",7200,119.01,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,30,"non-inc",4002.4,301.03,1019.04,2682.33,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,40,"non-inc",7200,317.96,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,50,"non-inc",7200,580,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,60,"non-inc",7200,591.79,4549.32,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,70,"non-inc",7200,446.82,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"hypothyroid-un",2,80,"non-inc",7200,383.22,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
