"instance","clauses","ratio","solver","total_time","iter_0","iter_1","iter_2","iter_3","iter_4","iter_5","iter_6","iter_7","iter_8","iter_9","iter_10","iter_11","iter_12","iter_13","iter_14","iter_15","iter_16","iter_17","iter_18","iter_19"
"credit_card_clients",3,50,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"credit_card_clients",3,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"credit_card_clients",3,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"credit_card_clients",3,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"credit_card_clients",3,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,10,"inc",6.46,2.48,0.02,0.89,0.03,0.43,1.39,0.03,0.46,0.07,0.02,0.04,0.03,0.04,0.02,0.04,0.03,0.04,0.02,0.04,0.03
"ionosphere",2,20,"inc",40.99,11.85,3.97,0.53,2.82,1.28,1.29,0.18,9.64,0.75,0.75,0.2,4.29,0.35,0.2,0.14,0.99,0.14,0.2,0.14,0.61
"ionosphere",2,30,"inc",180.07,16.45,2.44,15.67,7.63,30.6,18.23,19.95,21.67,7.11,3.23,2.87,2.11,2.8,2.96,2.6,11.24,3.66,2.52,2.63,2.57
"ionosphere",2,40,"inc",7200,341.98,251.17,5604.27,212.17,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,50,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",2,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,10,"inc",5.46,2.91,0.2,0.02,0.02,0.76,0.69,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"ionosphere",3,20,"inc",17.6,10.52,4.29,0.14,0.07,0.14,0.08,0.15,0.08,0.12,0.08,0.12,0.07,0.11,0.08,0.11,0.08,0.11,0.08,0.11,0.07
"ionosphere",3,30,"inc",982.1,26.48,7.21,75,1.86,95.73,12.68,84.21,20.36,58.29,18.43,86.98,5.62,77.06,109.59,70.75,1.5,103,15.75,108.7,1.26
"ionosphere",3,40,"inc",7200,400.73,569.09,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,50,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"ionosphere",3,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"iris_bintarget",2,10,"inc",0.24,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"iris_bintarget",2,20,"inc",7.75,0.22,0.23,0.38,0.32,0.46,0.45,0.48,0.34,0.44,0.31,0.44,0.22,0.39,0.38,0.43,0.35,0.53,0.52,0.43,0.4
"iris_bintarget",2,30,"inc",2.86,0.04,0.11,0.03,0.21,0.22,0.17,0.08,0.19,0.08,0.22,0.08,0.22,0.09,0.21,0.08,0.17,0.08,0.22,0.09,0.19
"iris_bintarget",2,40,"inc",11.3,0.18,0.12,0.57,0.33,0.79,0.56,0.78,0.44,0.94,0.86,0.95,0.47,0.53,0.61,0.69,0.43,0.56,0.78,0.19,0.45
"iris_bintarget",2,50,"inc",1.17,0.09,0.04,0.04,0.19,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05
"iris_bintarget",2,60,"inc",10.43,0.18,0.05,0.05,0.1,0.1,0.09,0.14,0.1,1.18,0.28,0.64,0.22,1.17,0.49,1.32,0.33,1.44,0.48,1.5,0.44
"iris_bintarget",2,70,"inc",47.12,0.32,0.37,0.16,0.54,1.3,0.63,2.32,0.65,3.58,1.58,3.71,0.84,3.11,2.98,3.31,1.85,8.16,3.47,4.78,3.31
"iris_bintarget",2,80,"inc",64.23,0.61,0.38,0.19,0.87,2.22,0.85,3.49,0.87,5.92,2.04,4.46,2.53,5.87,3.05,5.42,1.72,7.27,4.1,7.41,4.75
"iris_bintarget",2,90,"inc",1.22,0.34,0.01,0.01,0.36,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
"iris_bintarget",3,10,"inc",0.31,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"iris_bintarget",3,20,"inc",13.06,0.04,0.5,1.11,0.39,1.11,1.34,0.76,0.8,0.48,0.69,0.5,0.67,0.39,0.62,0.34,0.75,0.38,0.41,0.4,1.31
"iris_bintarget",3,30,"inc",16.76,0.96,1.59,1.84,0.73,0.62,2.06,0.82,0.71,0.95,0.53,0.74,0.61,0.64,0.51,0.71,0.76,0.39,0.51,0.39,0.6
"iris_bintarget",3,40,"inc",21.5,0.98,1.29,2.21,1.14,1.55,0.95,1.66,1.25,1.37,1.04,1.05,1.17,0.53,0.9,0.48,0.83,0.66,0.49,0.67,1.19
"iris_bintarget",3,50,"inc",176.83,0.34,0.88,1,0.6,9.15,2.23,7.11,1.97,11.79,7.7,18.91,3.55,16.59,9.95,23.79,3.69,13.72,9.97,23.82,9.9
"iris_bintarget",3,60,"inc",3.99,0.21,0.01,0.23,2.66,0.07,0.15,0.04,0.02,0.05,0.03,0.05,0.02,0.05,0.03,0.05,0.02,0.03,0.03,0.03,0.02
